process_from,loc_from,process_to,loc_to,material,original_notes,final_verdict,final_flag,confidence,recommendation,reconciliation_decision,final_source,claude_plausible,claude_flag,claude_confidence,claude_recommendation,claude_source,claude_reasoning,gpt_plausible,gpt_flag,gpt_confidence,gpt_recommendation,gpt_source,gpt_reasoning,gpt_search_path,known_implausible_flag
hydrochloric acid digestion,EE,molten_salt electrolysis,CN,neodynium_oxide,EE HCAD→MSE oxide trade,False,should_remove,High,remove,"Claude's assessment is correct. Estonia's Silmet facility is an integrated producer that imports REE feedstock and produces finished alloys/magnets domestically—it does not export intermediate oxides to China for further processing. China is the world's dominant low-cost oxide producer and metal refiner, making EE→CN oxide exports economically irrational. GPT's reasoning conflates theoretical technical compatibility with actual trade patterns: while NdOx can physically feed molten-salt electrolysis anywhere, the commercial reality is that Silmet processes oxides into higher-value products domestically and exports westward to EU/US markets, not eastward to the world's largest and lowest-cost oxide supplier.","Neo Performance Materials (Silmet, Estonia) operations analysis; USGS Mineral Commodity Summaries 2024; REE trade flow patterns 2020-2025",False,should_remove,High,remove,"Neo Performance Materials (Silmet, Estonia) operations analysis; REE trade flow patterns 2020-2025","This arc represents Estonia exporting neodymium oxide to China for metal production via molten salt electrolysis. This is implausible because: (1) Estonia's Silmet facility (Neo Performance Materials) imports REE feedstock and produces finished products domestically - it does not export oxides to China; (2) China is the dominant global oxide producer, not importer from Estonia; (3) The trade direction is economically irrational - Estonia would not ship oxides to China (the world's lowest-cost producer) for metal conversion when Silmet has its own downstream metal and alloy production capability. The natural flow is China exporting to Estonia, or Estonia exporting finished alloys/magnets westward to EU/US markets.",True,ok,High,keep,USGS Mineral Commodity Summaries 2024; Neo Performance Materials (Silmet) corporate disclosures and product literature; industry reporting on Chinese Nd metal capacity and molten-salt electrolysis (2020-2025),"Hydrochloric acid digestion (HCl) in EE produces NdOx, which is the correct feedstock for molten-salt electrolysis (MSE) to make Nd metal. Estonia's Silmet (Neo Performance) is an established producer/exporter of REE oxides and China has large, active MSE Nd metal capacity — so shipping NdOx EE→CN for electrolysis is physically possible and commercially plausible/observed in trade patterns. The route aligns with 2025–2035 scenarios where oxide intermediates are exported to regions with low-cost/scale electrolysis capacity.",chat_completions,False
hydrochloric acid digestion,EE,molten_salt electrolysis,JP,neodynium_oxide,EE HCAD→MSE oxide trade,True,ok,High,keep,"Both assessments agree this arc is plausible with strong supporting evidence. Neo Performance Materials' Silmet facility in Estonia produces neodymium oxide via hydrochloric acid digestion and exports to global markets. Japan operates active molten salt electrolysis capacity (Shin-Etsu Chemical, Santoku Corp) and strategically sources oxides from non-Chinese suppliers for supply chain diversification. This EE→JP oxide trade route is commercially viable and aligns with 2025-2035 policy scenarios emphasizing supply security.","Neo Performance Materials (Silmet facility, Estonia) company disclosures; USGS/IEA rare earth market reports; industry analyses (Roskill, Adamas Intelligence) documenting Japanese MSE capacity and non-Chinese oxide sourcing strategies",True,ok,Medium,keep,"Neo Performance Materials (Silmet facility, Estonia) processes rare earth oxides and produces downstream products including metals and alloys. Japan has molten salt electrolysis capacity (Shin-Etsu Chemical, Santoku Corp) for metal production. Estonia is an established exporter of rare earth intermediates within the global supply chain.","Estonia's Silmet facility (Neo Performance Materials) produces neodymium oxide from various feedstocks including hydrochloric acid digestion of fluorocarbonate concentrates. Japan has active molten salt electrolysis facilities for converting rare earth oxides to metals. While the dominant flow is CN→JP for oxide-to-metal conversion, EE→JP for neodymium oxide is plausible as a diversification route, particularly given Japan's strategic interest in non-Chinese REE sources and Neo's established position as a Western hemisphere oxide supplier.",True,ok,High,keep,"Neo Performance Materials (Silmet) company disclosures; USGS/IEA/industry trade reporting and market analyses (Roskill, Adamas) on NdOx exports and Japan's Nd-metal production via molten-salt electrolysis","Estonia (Silmet) performs hydrochloric-acid based REE oxide production and exports NdOx; Japan operates commercial molten-salt electrolysis capacity for converting imported NdOx to Nd metal. Shipping NdOx from EE to JP for MSE is physically straightforward and aligns with known commercial behavior of European oxide producers supplying non-Chinese metal producers, and is plausible across 2025–2035 policy scenarios seeking diversified supply.",chat_completions,False
hydrochloric acid digestion,EE,molten_salt electrolysis,US,neodynium_oxide,EE HCAD→MSE oxide trade,True,ok,High,keep,"Both assessments agree the arc is plausible. Neo Performance Materials (Silmet, Estonia) produces neodymium oxide via hydrochloric acid digestion and exports globally. The US is actively developing molten salt electrolysis capacity (MP Materials Mountain Pass, DOE-supported initiatives) to reduce Chinese dependence, making Estonia-to-US neodymium oxide trade commercially viable for 2025-2035 reshoring scenarios.","Neo Performance Materials (Silmet facility, Estonia) processes REE oxides including neodymium oxide; US molten salt electrolysis capacity development confirmed by MP Materials Mountain Pass expansion plans (operational 2025+) and DOE-supported pilot/commercial projects (2020-2024 public reports).",True,ok,High,keep,"Neo Performance Materials (Silmet facility, Estonia) processes REE oxides including neodymium oxide and produces metal products. US molten salt electrolysis capacity exists (MP Materials announced electrolysis plans at Mountain Pass, operational timeline 2025+). Estonia-to-US oxide trade is commercially viable given Neo's global customer base and US onshoring initiatives.","Estonia's Silmet facility (Neo Performance Materials) produces neodymium oxide via hydrochloric acid digestion and historically exports REE intermediates globally. The US is actively developing molten salt electrolysis capacity (MP Materials, potential other entrants) to reduce dependence on Chinese metal production. Estonia-to-US neodymium oxide trade represents a plausible Western supply chain arc, particularly under 2025-2035 reshoring scenarios where US seeks non-Chinese oxide sources for domestic metal production.",True,ok,Medium,keep,Neo Performance Materials (Silmet) exports Nd/Dy oxides from Estonia; US has active pilot and emerging industrial efforts for molten-salt electrolysis of rare-earth oxides supported by DOE and industry partnerships (2020–2024 public reports and company filings).,"Hydrochloric acid digestion in EE producing neodynium_oxide is a valid upstream oxide source (Silmet). Molten-salt electrolysis uses NdOx as feedstock and the US is developing/operating MSE capacity in pilot/commercial scale, so shipping NdOx EE→US is physically possible and commercially plausible in 2025–2035 policy scenarios (supply diversification, feedstock imports). There is no model-internal node or material mismatch and the arc aligns with known trade patterns where European oxide producers supply processing hubs in Asia/Americas.",chat_completions,False
hydrochloric acid digestion,MY,metallothermic reduction,CN,dysprosium_oxide,MY HCAD→MR oxide trade,True,ok,High,keep,"Both assessments agree this arc is plausible and commercially active. Lynas LAMP facility in Malaysia produces separated dysprosium oxide via hydrochloric acid digestion, and China dominates global metallothermic reduction capacity for converting DyOx to Dy metal. This represents an established and active trade flow consistent with observed Malaysia-to-China REE oxide export patterns.",Lynas Corporation LAMP facility operations (Malaysia); USGS Mineral Commodity Summaries 2020-2024; Adamas Intelligence rare earth market reports documenting Malaysian oxide exports to China for downstream metal reduction,True,ok,High,keep,Lynas LAMP facility (Malaysia) processes rare earth concentrates and produces separated oxides including dysprosium oxide. China dominates metallothermic reduction capacity for dysprosium metal production. Malaysia-to-China oxide trade is commercially active.,"Lynas's LAMP facility in Malaysia performs hydrochloric acid digestion (cracking and leaching) on concentrates from Mount Weld (AU) and produces separated REE oxides including DyOx. China has the world's dominant metallothermic reduction capacity for converting dysprosium oxide to metal. This arc represents a plausible and active trade flow where Malaysian-refined DyOx is exported to China for metal reduction, particularly given China's specialized downstream processing infrastructure.",True,ok,Medium,keep,Lynas LAMP operations in Malaysia; USGS/Adamas/industry reporting on Chinese metallothermic reduction of DyOx to Dy metal (2020s); trade reporting on SEA RE oxide shipments to China,"Hydrochloric acid digestion in MY is an active route for producing mixed Nd/Dy oxides (Lynas LAMP and regional processors) and China has widespread metallothermic reduction capacity to convert DyOx to Dy metal. Cross-border shipment of DyOx from SE Asia to CN for reduction is physically feasible and consistent with observed trade patterns (MY/SEA → CN) and with likely 2025–2035 policy scenarios. Volumes and exact counterparties are variable, so confidence is medium.",chat_completions,False
hydrochloric acid digestion,MY,metallothermic reduction,EE,dysprosium_oxide,MY HCAD→MR oxide trade,True,ok,High,keep,"Both assessments agree the arc is physically and commercially plausible. Claude rates it High confidence based on established Lynas LAMP (MY) and Neo/Silmet (EE) operations, while GPT rates Medium confidence citing limited public evidence of large-scale 2025 shipments. The route fits European supply chain diversification strategies and both facilities have documented capabilities. Given the arc represents an emerging but credible trade pathway supported by known processor capabilities and geopolitical diversification trends, the higher confidence assessment is justified.",Lynas Corporation LAMP facility operations (Malaysia) and Neo Performance Materials Silmet facility (Estonia) commercial relationships; industry knowledge of REE oxide intermediate trade 2020-2025; industry trade reports 2022-2024,True,ok,High,keep,Lynas Corporation LAMP facility operations (Malaysia) and Neo Performance Materials Silmet facility (Estonia) commercial relationships; industry knowledge of REE oxide intermediate trade 2020-2025,"Malaysia's Lynas LAMP facility performs hydrochloric acid digestion on imported concentrate, producing separated REE oxides including dysprosium oxide. Estonia's Neo/Silmet facility operates metallothermic reduction to produce dysprosium metal from oxide feedstock. This is a plausible commercial route for HREE oxide trade between Southeast Asian processing hubs and European metal producers, particularly as European supply chain diversification accelerates post-2020.",True,check_missing,Medium,investigate,"Neo Performance Materials (Silmet, Estonia) processing capabilities; Lynas LAMP (Malaysia) oxide exports; industry trade reports 2022-2024","Hydrochloric acid digestion in Malaysia produces DyOx and metallothermic reduction is an allowed downstream process in Estonia (Silmet), so the arc is physically feasible and fits the NdFeB chain (DyOx -> Dy metal -> alloy -> magnet). Direct Malaysia→Estonia DyOx exports are plausible as part of European diversification away from China and Silmet has historical capability to reduce oxides to metals, but there is limited public evidence of large, regular 2025-scale shipments on this route — making it plausible but not strongly evidenced for 2025 baseline and more plausible under 2025–2035 diversification scenarios.",chat_completions,False
hydrochloric acid digestion,MY,metallothermic reduction,JP,dysprosium_oxide,MY HCAD→MR oxide trade,True,ok,High,keep,"Both assessments agree this arc is plausible and commercially active. Lynas LAMP facility in Malaysia produces dysprosium oxide via hydrochloric acid digestion and exports to Japanese metallothermic reduction facilities (Showa Denko, Santoku). This is a strategically important flow for Japan's magnet supply chain and well-documented in corporate disclosures and trade data.","Lynas Corporation LAMP facility operations (Malaysia), corporate annual reports 2021-2025, USGS Mineral Commodity Summaries, ITC trade data showing MY→JP REE oxide flows",True,ok,High,keep,Lynas Corporation LAMP facility (Malaysia) operations and established Japan rare earth trade flows,"This arc represents Lynas's Malaysian LAMP facility exporting dysprosium oxide to Japanese metallothermic reduction plants. Lynas Malaysia processes concentrates from Mt Weld (AU) via hydrochloric acid digestion to produce separated REE oxides including DyOx. Japan has active metallothermic reduction capacity (including Showa Denko, Santoku) that historically imports REE oxides. This is a commercially active and strategically important flow for Japan's magnet supply chain.",True,ok,Medium,keep,"Lynas corporate disclosures and trade flows (Lynas LAMP in Malaysia; exports of Nd/Dy oxides to Japan/US), industry trade data and reports (ITC, USGS, 2021–2025)","Hydrochloric acid digestion in Malaysia produces REE oxides including DyOx and metallothermic reduction capacity exists in Japan to reduce DyOx to metal. Commercially, Lynas operates a Malaysian (LAMP) processing facility and ships REE oxides to Japan; Japan has metallothermic reduction capability, so a MY (HCl acid digestion) → JP (metallothermic reduction) DyOx arc is physically plausible and commercially credible in 2025–2035 scenarios.",chat_completions,False
hydrochloric acid digestion,MY,metallothermic reduction,US,dysprosium_oxide,MY HCAD→MR oxide trade,True,ok,High,keep,"Both assessments agree this arc is plausible and commercially realistic. Lynas Malaysia's LAMP facility actively produces separated dysprosium oxide via hydrochloric acid digestion and exports to non-Chinese markets including the US, where metallothermic reduction capacity exists or is under development (MP Materials, US policy support). This represents an established and strategically important supply route for US supply chain diversification.",Lynas Corporation LAMP facility operations in Malaysia (Kuantan); established oxide processing and export capabilities to US and Japan for downstream metal production; supported by US DoE industrial strategy (2021–2024),True,ok,High,keep,Lynas Corporation LAMP facility operations in Malaysia (Kuantan); established oxide processing and export capabilities to US and Japan for downstream metal production,"This arc represents Lynas Malaysia's LAMP facility exporting separated dysprosium oxide to US metallothermic reduction facilities (e.g., MP Materials' planned metal production or potential US-based metal processors). Malaysia's hydrochloric acid digestion facility actively produces separated oxides, and the US has established metallothermic reduction capacity. This is a commercially realistic route for HREE oxides given Lynas's strategy to supply non-Chinese markets and US efforts to establish domestic metal production from imported oxides.",True,ok,Medium,keep,"Lynas corporate disclosures (LAMP operations in MY exporting Nd/Dy oxides to JP/US), public trade flows and US DoE industrial strategy (2021–2024)","Hydrochloric acid digestion in Malaysia is an active route for producing Nd/Dy oxides (Lynas LAMP), and metallothermic reduction is an established route for converting DyOx to Dy metal with active capacity in the US (pilot and planned capacity under US policy support). Shipping DyOx cross‑border from MY to a US metallothermic reducer is physically feasible and commercially plausible in 2025–2035 policy scenarios though 2025 volumes may be limited. No fundamental process/ material mismatch exists (DyOx is the correct intermediate for metallothermic reduction to Dy metal).",chat_completions,False
hydrochloric acid digestion,MY,molten_salt electrolysis,CN,neodynium_oxide,MY HCAD→MSE oxide trade,True,suspect,Medium,investigate,"Both assessments agree the arc is physically possible (Lynas LAMP produces NdOx via HCl digestion in MY; CN has extensive molten salt electrolysis capacity). However, GPT correctly flags that commercially this route is not dominant in 2025 due to Lynas corporate policy favoring JP/US/AU markets over CN, driven by geopolitical factors. The arc should be kept as plausible for diversification/policy-change scenarios (2025-2035 timeframe) but flagged for verification via customs/trade data.","Lynas Corporation LAMP facility operations and export disclosures (2019-2024); China molten-salt electrolysis capacity reports (USGS, industry analyses 2020-2024); ITC trade data snapshots for MY→CN REO flows",True,ok,High,keep,"Lynas Corporation LAMP (Lynas Advanced Materials Plant) facility in Kuantan, Malaysia processes monazite/flurocarbonate concentrate via hydrochloric acid digestion to produce separated REO including neodymium oxide, which is exported to customers including Chinese rare earth processors and metal producers.","This arc represents Lynas Malaysia's established export of separated neodymium oxide from its LAMP facility to Chinese metal production facilities. Malaysia (MY) has active hydrochloric acid digestion via Lynas LAMP, and China dominates molten salt electrolysis capacity for metal production. This is a commercially active trade flow where Malaysia produces purified oxides and exports them to China for downstream metallization.",True,suspect,Medium,investigate,"Lynas LAMP exports and corporate disclosures (2019–2024); China molten‑salt electrolysis capacity and Nd metal production (industry reports, USGS/ITC trade snapshots 2020–2024)","Hydrochloric acid digestion in MY produces NdOx in the real world (Lynas LAMP), and molten‑salt electrolysis (MSE) in CN is a standard route to convert NdOx → Nd metal, so the arc is physically possible. Commercially, Malaysian NdOx has tended to flow to Japan, Australia and Western markets rather than large, direct China processing due to company policy and geopolitics, so direct MY→CN NdOx→MSE trade is plausible but not a dominant 2025 route — it is more likely to appear under diversification or policy‑change scenarios through 2025–2035. Verify counterpart trade contracts / customs data because evidence of large, persistent MY→CN NdOx shipments for MSE in 2025 is limited.",chat_completions,False
hydrochloric acid digestion,MY,molten_salt electrolysis,EE,neodynium_oxide,MY HCAD→MSE oxide trade,True,ok,High,keep,"Both assessments agree this arc is plausible and commercially viable. Lynas LAMP (MY) produces neodymium oxide via hydrochloric acid digestion, and Neo Performance Materials Silmet facility (EE) operates molten salt electrolysis capability for rare earth metal production. While not the dominant trade route in 2025, this MY→EE flow represents a feasible diversification pathway consistent with Western supply chain resilience strategies for 2025-2035.","Lynas LAMP Malaysia facility (2013-present) processes rare earth concentrates through hydrochloric acid digestion to produce NdOx/DyOx; Neo Performance Materials Silmet facility in Estonia (operating since Soviet era, modernized post-2011) performs molten salt electrolysis to produce rare earth metals from oxides. Both facilities are commercially active.",True,ok,High,keep,"Lynas LAMP Malaysia facility (2013-present) processes rare earth concentrates through hydrochloric acid digestion to produce NdOx/DyOx; Neo Performance Materials Silmet facility in Estonia (operating since Soviet era, modernized post-2011) performs molten salt electrolysis to produce rare earth metals from oxides. Both facilities are commercially active.","This arc represents a plausible commercial route where Malaysian-refined neodymium oxide (likely from Lynas LAMP facility processing Australian concentrates via HCAD) could be exported to Estonia's Silmet facility for metal production via molten salt electrolysis. While the primary historical flow for MY oxides has been to Japan and increasingly the US, Estonia's Silmet is one of the few Western facilities capable of MSE and actively sources oxides globally. This represents a viable diversification route for non-China supply chains, especially under 2025-2035 policy scenarios emphasizing Western supply chain resilience.",True,ok,Medium,keep,"Lynas LAMP (MY) exports of Nd/Dy oxides; Neo Performance Materials (Silmet, EE) historically processes Nd/Dy oxides and performs metal/alloy work; industry descriptions of molten-salt electrolysis for Nd metal production (2022–2025 trade reports).","Physically this is valid: hydrochloric acid digestion in MY produces NdOx and molten-salt electrolysis in EE consumes NdOx to produce Nd metal. Commercially it is plausible — Lynas' Malaysia LAMP produces exportable Nd/Dy oxides and Estonia's Silmet/Neo has the downstream capacity (molten-salt electrolysis) to accept oxide feed. While direct MY→EE shipments are not the dominant 2025 route, they are commercially feasible and consistent with diversification trends through 2025–2035.",chat_completions,False
hydrochloric acid digestion,MY,molten_salt electrolysis,JP,neodynium_oxide,MY HCAD→MSE oxide trade,True,ok,High,keep,"Both assessments independently confirm this arc as plausible with High confidence. Lynas LAMP facility in Malaysia produces separated neodynium oxide via hydrochloric acid digestion and exports to Japanese metal producers (Shin-Etsu, TDK) who operate molten salt electrolysis capacity. This is a commercially active, well-documented trade route critical to non-China REE supply chains.","Lynas Corporation corporate disclosures (LAMP Malaysia NdOx/PrOx exports to Japan); Japanese industry reports on molten salt electrolysis capacity (Shin-Etsu Chemical, TDK); Malaysia-Japan REE oxide trade data (2020-2024)",True,ok,High,keep,"Lynas LAMP facility (Malaysia) processes rare earth concentrates to separated oxides; Japan has established molten salt electrolysis capacity (Shin-Etsu, TDK) for metal production. Malaysia-Japan REE oxide trade is documented.","This arc represents Lynas Corporation's Malaysian LAMP facility exporting separated neodymium oxide to Japanese metal producers. Malaysia (via LAMP) is a major global producer of separated REE oxides from hydrochloric acid digestion. Japan has significant downstream capacity for metal reduction and magnet manufacturing, requiring oxide imports. This is an active, commercially significant trade route.",True,ok,High,keep,Lynas corporate disclosures and trade reporting (LAMP Malaysia exports of Nd/Pr oxides to JP & US); publicly reported Japanese molten-salt electrolysis capability and investment (industry reports 2020–2024),"Hydrochloric acid digestion in MY is an established route for producing NdOx (Lynas LAMP), and Japan operates molten-salt electrolysis facilities that take NdOx feed to produce Nd metal. Cross-border shipment of NdOx from Malaysia to Japan is physically feasible and consistent with known commercial trade lines (Lynas exports to JP/US). This arc fits the NdFeB supply chain role of shipping oxide intermediates from separation to metal production.",chat_completions,False
hydrochloric acid digestion,MY,molten_salt electrolysis,US,neodynium_oxide,MY HCAD→MSE oxide trade,True,ok,High,keep,"Both assessments agree this arc is plausible and commercially grounded. Lynas LAMP facility in Malaysia actively produces separated REO including neodynium oxide via hydrochloric acid digestion, and exports to US customers. While US molten salt electrolysis capacity was emerging in 2025, policy-driven scale-up and Lynas's stated US supply agreements support this as an active or near-term commercial route.",Lynas Corporation LAMP facility Malaysia operations and US export agreements; DOE-supported US electrolytic capacity development (2020s policy initiatives),True,ok,High,keep,"Lynas Corporation LAMP facility Malaysia operations, 2025 commercial status","This arc represents Lynas Malaysia Advance Materials Plant (LAMP) in Kuantan processing concentrate into neodymium oxide and exporting to US metal producers. Lynas has explicitly stated US supply agreements and this represents their Malaysian cracking/leaching facility feeding US downstream processing. The hydrochloric acid digestion process at LAMP produces separated REO that are commercially exported, and US molten salt electrolysis facilities (MP Materials, others) are actively seeking non-Chinese oxide feedstock.",True,ok,Medium,keep,"Lynas LAMP (Malaysia) operations and export channels; Lynas export flows to JP/US (public company disclosures); presence of molten-salt electrolysis pilots and demonstration efforts in the US and other markets (DOE and industry reports, 2020s).","Hydrochloric acid digestion (HCl leach) in Malaysia is an active route for producing mixed RE oxides (Lynas LAMP). Molten-salt electrolysis is a valid and modeled route to produce Nd metal in the US; shipping NdOx from MY to a US electrolytic facility is physically and commercially plausible (Lynas already exports Nd/Dy oxides to US/Japan). While large-scale commercial MSE in the US was nascent in 2025, near‑term policy-driven scale-up (2025–2035) makes this arc plausible as an active or emergent trade flow.",chat_completions,False
hydrochloric acid digestion,US,metallothermic reduction,JP,dysprosium_oxide,US HCAD→JP MR,False,should_remove,High,remove,"Claude assessed the arc as implausible with High confidence due to lack of established US→JP dysprosium oxide commercial flows, while GPT rated it physically feasible but commercially unsubstantiated (Medium confidence, suspect). Commercial evidence strongly favors Claude's position: Japan sources DyOx primarily from Australia (Lynas) and China, not the US. The US would process domestically or send to China/Estonia. No documented active US→JP DyOx trade exists for 2025 baseline, making this arc appropriately removed.","REE supply chain structure analysis; Lynas Corporation trade flows (AU→JP DyOx exports); Japanese REE processing patterns (Showa Denko, Santoku Corp); MP Materials corporate disclosures; USGS 2023-2024 REE trade summaries",False,should_remove,High,remove,"REE supply chain structure analysis; Lynas Corporation trade flows; Japanese REE processing patterns (Showa Denko, Santoku Corp)","This arc is implausible because dysprosium oxide produced via hydrochloric acid digestion (HCAD) in the US would not be exported to Japan for metallothermic reduction. The US has domestic metallothermic reduction capacity (EE = Estonia also has this via Neo/Silmet, but US facilities exist). More critically, Japan imports dysprosium oxide primarily from China and Australia (Lynas), then processes it domestically. There is no established commercial flow of US-produced DyOx to Japan—the US would either process it domestically or potentially send concentrates/ores to China, not finished oxides to Japan for metal reduction.",True,suspect,Medium,investigate,MP Materials corporate disclosures; Lynas supply agreements; USGS 2023-2024 REE trade summaries; industry reporting on Neo Performance (Silmet) and Japan's oxide imports,"Physically this is feasible: US hydrochloric acid digestion can produce dysprosium oxide and Japan has metallothermic reduction capacity to convert DyOx→Dy metal. However, in the 2025 baseline there is limited evidence of significant direct US→JP DyOx commercial exports (Japan more commonly sources HREE oxides from Australia and China), so the route is plausible for 2025–2035 policy scenarios but not a major active flow in 2025. Verify commercial contracts, export volumes, and any tolling/consignment arrangements before treating as an active route in the model.",chat_completions,False
hydrochloric acid digestion,US,molten_salt electrolysis,JP,neodynium_oxide,US HCAD→JP MSE,True,suspect,Medium,keep,"Both assessments agree the arc is physically and commercially plausible: US hydrochloric acid digestion produces neodymium oxide and Japan operates molten salt electrolysis facilities (Showa Denko, Santoku). While not yet a dominant trade route in 2025, this US→JP oxide flow aligns with supply diversification policies and friendshoring initiatives expected through 2035, justifying inclusion as an emerging strategic route.","Lynas Corporation annual reports (2023-2024); USGS mineral commodity summaries 2024; Japan's molten salt electrolysis capacity (Showa Denko, Santoku Corp); MP Materials processing capabilities",True,ok,Medium,keep,"Lynas Corporation annual reports (2023-2024); Japan's historical reliance on imported REE oxides for domestic metal production; Japan's existing molten salt electrolysis capacity (Showa Denko, Santoku Corp)","This arc is plausible. The US produces neodymium oxide via hydrochloric acid digestion (MP Materials processes fluorcarbonate ores). Japan has established molten salt electrolysis facilities for converting REE oxides to metals (Showa Denko, Santoku). While the dominant US→JP flow today involves Lynas AU→JP via LAMP Malaysia, a direct US→JP oxide export for metal production is commercially feasible and could expand under supply diversification policies (2025-2035 reshoring/friendshoring scenarios).",True,suspect,Medium,investigate,"USGS mineral commodity summaries 2024; company reports (MP Materials, Lynas) and trade analyses (Roskill/Adamas Intelligence 2023–2024)","Hydrochloric acid digestion in the US produces neodymium oxide and molten-salt electrolysis in Japan is a known route to convert NdOx→Nd metal, so the flow is physically possible. However, in the 2025 baseline there is limited public evidence of substantial direct US NdOx exports to Japan for MSE (most oxide exports are from AU and CN), so while commercially plausible—especially under 2025–2035 policy shifts toward allied processing—the route is not clearly active at scale in 2025.",chat_completions,False
hydrometallurgical,US,magnet manufacturing,CN,neodynium dysprosium iron alloy,US EoL hydrometallurgical alloy → foreign magnet mfg,False,should_remove,High,remove,"Both assessments independently conclude this arc is implausible with High confidence. Claude cites commercial/policy reality (US EoL recycling designed for domestic supply chains, no economic incentive for China to import small recycled volumes), while GPT identifies a technical mismatch (hydrometallurgical EoL produces oxides/salts, not finished NdDyFe alloy). Both reasons are valid and complementary: the material form is wrong AND the trade direction contradicts strategic intent.","USGS/industry trade patterns 2023-2025; US IRA/DOE recycling grant programs; techno-economic literature showing hydrometallurgical EoL outputs are separated REE solutions/oxides, not finished alloy ingots",False,should_remove,High,remove,"Industry practice: EoL recycling outputs typically feed domestic value chains; China dominates global magnet production from virgin materials, not recycled alloys from US; US Policy (IRA, DOE grants) incentivizes domestic recycling-to-manufacturing loops","While technically possible to ship recycled NdDyFe alloy from US hydrometallurgical facilities to China for magnet manufacturing, this arc contradicts commercial and policy realities. US EoL recycling programs (Urban Mining Co., Noveon, Cyclic Materials) are explicitly designed to supply domestic US magnet manufacturers to reduce China dependence. China's massive virgin material supply chain has no economic incentive to import small volumes of recycled alloy from the US. This arc reverses the strategic intent of US recycling investments.",False,should_remove,High,remove,"USGS/industry trade patterns 2023-2025; trade flows summary in prompt; techno‑economic literature on EoL REE recycling (hydrometallurgical outputs = oxides/salts, not finished NdDyFe alloy)","Hydrometallurgical end‑of‑life (EoL) processing in the US is modeled and in practice produces separated REE solutions/oxides or mixed concentrates, not finished Nd‑Dy‑Fe alloy ingots. Alloy production (NdDyFe) is a downstream metallurgical/chemical transformation step typically performed in dedicated alloying/smelting facilities (chemical transform / metallothermic / molten salt electrolysis nodes), not by hydromet hydromet EoL plants. There is no strong evidence of commercial exports (2025–25) of recovered NdDyFe alloy from US EoL hydromet facilities to Chinese magnet manufacturers; politically and economically such a trade route is unlikely and the arc appears to reflect a model internal node misuse.",chat_completions,False
hydrometallurgical,US,magnet manufacturing,EE,neodynium dysprosium iron alloy,US EoL hydrometallurgical alloy → foreign magnet mfg,False,should_remove,High,remove,"GPT's assessment is correct: hydrometallurgical is defined as a US-only EoL process in the model topology, and cross-border arcs from domestic EoL nodes violate model structure. While Claude correctly identifies Neo's Silmet facility capabilities, US hydrometallurgical recycling outputs are typically oxides/separated metals rather than finished NdDyFe alloy ready for export. The commercial pathway from US EoL recycling to Estonian magnet manufacturing would require intermediate processing steps not captured in this direct arc.",Model process definitions (hydrometallurgical defined as US-only EoL node); USGS Mineral Commodity Summaries; Neo Performance Materials corporate disclosures on Silmet facility capabilities,True,ok,High,keep,"Neo Performance Materials (Silmet facility, Estonia) operates hydrometallurgical recycling and separation capabilities for REE oxides and produces NdFeB alloys and magnets. Estonia is a known regional hub for REE processing in Europe with established magnet manufacturing capabilities.","US hydrometallurgical EoL recycling produces NdDyFe alloy that can be exported to Estonia (EE) for magnet manufacturing. Neo Performance Materials' Silmet facility in Estonia has both separation/refining and downstream alloy-to-magnet capabilities, making this a commercially viable route. This arc supports circular economy policy scenarios where US-recycled alloy supplies European magnet production, reducing dependence on primary Chinese material.",False,should_remove,High,remove,"Model process definitions (provided); industry trade observations: US EoL hydrometallurgical recycling is modeled as a domestic-only node and historical magnet scrap exports flow primarily to China (USGS, industry reports, Neo Performance/Silmet corporate disclosures).","Hydrometallurgical is an EoL-only process in the model and is defined as US-domestic; cross-border arcs from an internal EoL node violate the model topology. Practically, while recycled material can be exported, hydrometallurgical EoL outputs are typically oxides/metals and direct US production of finished NdDyFe alloy for export to Estonia is not an established commercial route in 2025 and is therefore implausible.",chat_completions,False
